EmployeeId,Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyRate,Over18,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsSinceLastPromotion,outlier,MonthlyIncome_Log,YearsAtCompany_Winsorized,TotalWorkingYears_Rank,NumCompaniesWorked_Robust,IncomePerYearWorked,OverTime_Numeric,WorkLifeBalanceScore,LevelRoleGap,PromotionRate,RetentionScore,SatisfactionConsistency,TravelIntensity,PerformancePayRatio,RiskScore,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,SalaryBand_Medium,SalaryBand_High,SalaryBand_Very High,YearsSinceLastPromotion_Binned_Medium (3-5),YearsSinceLastPromotion_Binned_Long (6-10),YearsSinceLastPromotion_Binned_Very Long (>10)
335,25,0,1372,18,1,1,1,93,4,3,12477,Y,3,2,80,0,3,1,1,8.73761303680885,3,0.2578231292517007,0.0,1038.6666666666667,0,2,1.6,0.3333333333333333,0.5,1,1,0.2727272727272727,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
336,42,0,179,2,5,1,4,79,4,1,12858,Y,3,1,80,1,3,0,1,8.744009988096744,4,0.5595238095238095,1.6666666666666667,627.2,0,4,1.4,0.0,0.4,0,0,0.1875,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
337,32,0,967,8,3,1,2,43,3,4,15589,Y,3,4,80,0,2,3,1,9.104868739033948,9,0.45816326530612245,-0.3333333333333333,999.7777777777778,0,3,1.4,0.3333333333333333,1.0,0,2,0.21428571428571427,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
338,32,0,430,24,4,1,1,80,3,4,21146,Y,3,4,80,2,2,4,1,8.577347114235984,10,0.5595238095238095,-0.3333333333333333,530.9,0,3,0.3999999999999999,0.4,1.0,0,2,0.2,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
339,55,0,147,20,2,1,2,37,3,4,15972,Y,3,4,80,1,4,0,1,8.59711281459211,10,0.669047619047619,0.3333333333333333,451.25,1,2,0.6000000000000001,0.0,0.8333333333333334,0,1,0.15789473684210525,1,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
340,39,0,1387,10,5,1,2,76,3,1,3835,Y,3,4,80,3,3,7,1,8.59007183682881,7,0.5595238095238095,0.0,537.7,0,3,0.6000000000000001,1.0,0.7,3,1,0.23076923076923078,1,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
341,44,0,1193,2,1,1,2,86,3,3,19719,Y,3,2,80,0,2,2,1,9.231122911158712,2,0.7707482993197279,1.0,638.0625,1,1,2.6,1.0,0.125,1,2,0.16666666666666666,1,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
342,41,0,552,4,3,1,3,60,1,2,20794,Y,3,2,80,1,4,1,1,8.768885326134862,3,0.5595238095238095,1.3333333333333333,643.0,0,3,1.6,0.3333333333333333,0.3,0,0,0.15789473684210525,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
343,27,0,1277,8,5,1,1,87,1,3,5869,Y,3,4,80,3,4,1,1,8.438582790834326,3,0.09829931972789116,-0.3333333333333333,1540.3333333333333,0,3,0.6,0.3333333333333333,1.0,1,0,0.15789473684210525,1,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
344,38,0,1186,3,4,1,3,44,3,3,2997,Y,3,1,80,1,2,2,1,7.945201132412759,2,0.3904761904761905,0.3333333333333333,352.625,0,3,0.6,1.0,0.25,2,2,0.1875,1,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
345,37,0,1231,21,2,1,3,54,3,4,21222,Y,3,2,80,1,3,0,1,7.9976631270201,5,0.5595238095238095,1.0,297.3,0,3,0.19999999999999996,0.0,0.5,2,2,0.2,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
346,36,0,1213,2,1,1,2,94,2,4,4223,Y,4,4,80,0,2,0,1,8.265392930852224,10,0.5595238095238095,-0.3333333333333333,388.6,0,2,1.8,0.0,1.0,0,2,0.19047619047619047,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
347,26,0,496,11,2,1,1,60,3,1,22722,Y,3,3,80,1,3,3,1,8.464214266625351,5,0.18537414965986396,-0.3333333333333333,948.2,1,2,1.4,0.6,1.0,2,2,0.23076923076923078,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
348,37,0,671,19,3,1,3,85,3,3,26493,Y,3,1,80,3,2,0,1,8.660254034256889,4,0.45816326530612245,0.3333333333333333,640.8888888888889,0,2,1.4,0.0,0.4444444444444444,2,1,0.17647058823529413,1,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
349,45,0,252,1,3,1,3,70,4,4,15970,Y,3,3,80,1,2,1,-1,9.862821795810113,20,0.9289115646258503,-0.6666666666666666,768.08,0,3,5.0,0.041666666666666664,0.96,1,1,0.2727272727272727,0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
350,26,0,1443,23,3,1,3,47,2,4,21436,Y,3,3,80,1,2,0,1,8.332789468417959,2,0.18537414965986396,1.6666666666666667,831.4,1,1,1.6,0.0,0.4,1,1,0.15789473684210525,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False
351,41,0,802,9,1,1,3,96,3,3,21196,Y,3,3,80,1,2,0,1,9.010669176847115,9,0.669047619047619,0.3333333333333333,682.4166666666666,1,2,1.6,0.0,0.75,0,1,0.23076923076923078,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
352,19,0,645,9,2,1,3,54,3,1,7172,Y,4,3,80,0,4,0,1,7.845024417241484,1,0.03537414965986395,-0.3333333333333333,2552.0,0,3,0.8,0.0,1.0,2,1,0.16,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
353,40,0,630,4,4,1,3,67,2,4,8552,Y,3,1,80,1,2,2,1,9.292473201514705,12,0.7445578231292517,1.6666666666666667,723.6666666666666,0,2,0.7999999999999998,0.16666666666666666,0.8,3,1,0.2727272727272727,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
354,26,0,1096,6,3,1,3,61,4,4,7102,Y,3,1,80,1,3,7,1,7.841885928984623,7,0.3904761904761905,-0.6666666666666666,318.0,0,3,-0.3999999999999999,1.0,0.875,3,2,0.16666666666666666,1,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
355,43,0,559,10,4,1,3,82,2,3,6227,Y,3,2,80,1,3,0,1,8.567506005289827,9,0.45816326530612245,-0.3333333333333333,584.1111111111111,0,4,0.6000000000000001,0.0,1.0,1,2,0.2727272727272727,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
356,35,0,727,3,3,1,3,41,2,3,16900,Y,3,3,80,2,3,0,1,7.156176637480615,1,0.03537414965986395,-0.3333333333333333,1281.0,0,3,1.0,0.0,1.0,0,0,0.16666666666666666,0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
357,52,0,621,3,4,1,3,31,2,1,10084,Y,3,1,80,0,3,1,-1,9.732521279780308,20,0.9877551020408163,-0.3333333333333333,495.7647058823529,0,4,2.8,0.029411764705882353,1.0,0,1,0.2727272727272727,2,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
358,49,0,470,20,4,1,3,96,3,1,5549,Y,3,3,80,0,2,5,1,8.789964651132264,15,0.7707482993197279,-0.3333333333333333,410.4375,0,2,-0.20000000000000018,0.3333333333333333,0.9375,2,1,0.21428571428571427,1,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
359,37,0,1413,5,2,1,3,84,4,3,25470,Y,3,1,80,0,2,1,1,8.160803920954665,6,0.32789115646258504,-0.6666666666666666,500.0,0,1,0.0,0.16666666666666666,0.8571428571428571,2,0,0.21428571428571427,2,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
360,43,0,313,21,3,1,4,61,3,4,15238,Y,4,1,80,1,1,1,1,7.7226775164680035,3,0.3904761904761905,1.6666666666666667,282.25,0,3,0.6,0.3333333333333333,0.375,3,2,0.2,1,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
361,22,0,581,1,2,1,4,63,3,3,17624,Y,3,4,80,0,2,1,1,8.124446855715847,3,0.13401360544217686,-0.6666666666666666,843.75,0,4,0.6,0.3333333333333333,0.75,1,1,0.25,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
362,23,0,541,2,1,1,3,62,3,1,9518,Y,3,3,80,1,3,0,1,7.750614732770409,1,0.09829931972789116,0.3333333333333333,774.0,0,3,1.0,0.0,0.0,2,1,0.23076923076923078,1,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
363,55,0,836,8,3,1,4,33,3,3,19730,Y,3,3,80,3,2,0,1,9.59947282546345,5,0.8710884353741497,0.0,702.6666666666666,1,2,4.0,0.0,0.23809523809523808,0,1,0.21428571428571427,1,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
364,53,0,102,23,4,1,4,72,3,4,20206,Y,3,3,80,0,0,3,-1,9.566335084610051,12,0.9836734693877551,1.3333333333333333,432.57575757575756,0,3,2.2,0.25,0.36363636363636365,1,1,0.16666666666666666,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
365,34,0,669,1,3,1,4,97,2,1,25755,Y,4,3,80,0,3,4,1,8.583729715216482,13,0.7204081632653061,-0.6666666666666666,381.64285714285717,0,3,0.19999999999999996,0.3076923076923077,0.9285714285714286,2,2,0.2,1,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
366,58,1,289,2,3,1,4,51,3,3,26227,Y,4,1,80,0,4,0,1,7.8160138391590275,1,0.32789115646258504,0.6666666666666666,354.14285714285717,0,3,1.0,0.0,0.14285714285714285,2,1,0.16666666666666666,1,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
367,34,0,618,3,1,1,1,45,3,4,22266,Y,3,3,80,0,1,0,1,8.956350940490871,6,0.32789115646258504,-0.6666666666666666,1108.0,0,2,1.6,0.0,0.8571428571428571,1,2,0.17647058823529413,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
368,30,0,829,1,1,1,3,88,2,3,20925,Y,4,3,80,0,2,5,1,9.044875932248651,11,0.669047619047619,-0.3333333333333333,706.1666666666666,0,3,1.4,0.45454545454545453,0.9166666666666666,0,0,0.18181818181818182,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
369,32,0,120,6,5,1,3,43,3,3,12430,Y,4,1,80,0,2,1,1,8.019283792916793,5,0.3904761904761905,0.3333333333333333,379.75,0,3,0.19999999999999996,0.2,0.625,2,1,0.2,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
370,36,0,1396,5,2,1,4,62,3,2,9945,Y,3,4,80,0,3,3,1,8.685246776412487,13,0.7707482993197279,2.0,369.625,0,4,-0.20000000000000018,0.23076923076923078,0.8125,2,1,0.1875,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
371,42,0,1142,8,3,1,4,81,3,3,13624,Y,3,4,80,0,3,0,1,8.286269452783065,1,0.3904761904761905,0.6666666666666666,496.0,0,3,1.0,0.0,0.0,1,1,0.23076923076923078,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
372,47,0,1162,1,1,1,3,98,3,2,17231,Y,3,1,80,2,3,5,1,9.38915578944085,13,0.7204081632653061,-0.6666666666666666,854.0714285714286,0,1,1.4,0.38461538461538464,0.9285714285714286,1,0,0.16666666666666666,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
373,40,0,1184,2,4,1,2,62,3,2,25440,Y,3,4,80,3,2,0,1,8.372860820526318,1,0.18537414965986396,1.0,865.4,0,3,2.0,0.0,0.0,2,2,0.25,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
374,36,0,1105,24,4,1,2,47,3,2,6927,Y,3,3,80,1,3,0,1,8.643825842349603,9,0.6404761904761904,1.6666666666666667,515.8181818181819,0,3,0.3999999999999999,0.0,0.8181818181818182,1,0,0.2,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
375,21,0,391,15,2,1,3,96,3,4,19281,Y,3,4,80,0,6,0,1,7.117205503164344,1,0.004081632653061225,-0.3333333333333333,1232.0,0,3,1.0,0.0,0.0,0,1,0.21428571428571427,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
376,36,0,301,15,4,1,4,88,1,4,10436,Y,4,1,80,1,4,11,1,8.595449689382004,15,0.7445578231292517,-0.3333333333333333,360.4,0,2,-0.3999999999999999,0.7333333333333333,1.0,3,0,0.16666666666666666,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
377,34,0,204,14,3,1,3,31,3,3,2912,Y,3,4,80,2,3,0,1,7.855544677915663,8,0.3904761904761905,-0.3333333333333333,322.375,1,2,0.6,0.0,1.0,1,1,0.16666666666666666,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
378,42,0,557,18,4,1,4,35,3,1,11189,Y,3,3,80,1,3,1,1,8.596189197642735,4,0.45816326530612245,1.3333333333333333,601.1111111111111,1,1,1.4,0.25,0.4444444444444444,2,1,0.17647058823529413,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
379,34,0,665,6,4,1,1,41,3,3,12482,Y,3,3,80,0,3,2,1,8.478452363099807,16,0.7707482993197279,-0.3333333333333333,300.5625,0,3,-0.6000000000000001,0.125,1.0,0,1,0.21428571428571427,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
380,60,0,370,1,4,1,3,92,1,4,20467,Y,4,3,80,1,2,0,1,9.295049099903137,1,0.8316326530612245,0.3333333333333333,572.7894736842105,0,4,3.0,0.0,0.05263157894736842,1,1,0.2,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
381,39,0,1383,2,3,1,4,42,2,4,7790,Y,3,3,80,2,2,0,1,8.557374981049069,5,0.6976190476190476,2.0,400.3076923076923,0,3,1.2,0.0,0.38461538461538464,1,1,0.2727272727272727,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
382,45,0,549,8,4,1,4,75,3,4,9278,Y,3,1,80,2,3,9,1,8.21554741194707,10,0.669047619047619,2.3333333333333335,308.0833333333333,0,3,0.19999999999999996,0.9,0.8333333333333334,3,1,0.21428571428571427,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
383,26,0,786,7,3,1,4,76,3,4,11925,Y,4,3,80,0,5,5,1,7.852050207265889,7,0.32789115646258504,-0.3333333333333333,367.14285714285717,0,3,-0.3999999999999999,0.7142857142857143,1.0,1,0,0.2,0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
384,56,0,1443,11,5,1,4,89,2,1,20328,Y,3,3,80,1,3,0,1,8.59062950948942,1,0.2578231292517007,0.6666666666666666,896.6666666666666,0,3,2.0,0.0,0.0,2,1,0.1875,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
385,31,1,307,29,2,1,3,71,2,2,11652,Y,3,2,80,0,2,1,1,8.15478757276852,5,0.2578231292517007,-0.6666666666666666,579.8333333333334,0,4,0.19999999999999996,0.2,0.8333333333333334,0,2,0.2727272727272727,0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
386,38,0,1035,3,4,1,2,42,3,4,4981,Y,3,3,80,0,1,0,1,8.833754223418396,1,0.8316326530612245,2.0,361.10526315789474,1,2,2.0,0.0,0.05263157894736842,1,1,0.25,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
387,35,0,750,28,3,1,2,46,4,3,25348,Y,3,4,80,2,3,6,1,8.133880887949207,10,0.5595238095238095,-0.3333333333333333,340.7,0,2,0.19999999999999996,0.6,1.0,1,1,0.17647058823529413,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
388,31,0,1327,3,4,1,2,73,3,3,13523,Y,3,1,80,1,3,2,1,9.523397750759193,2,0.45816326530612245,2.3333333333333335,1519.4444444444443,0,3,2.6,1.0,0.2222222222222222,2,2,0.25,1,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
389,26,0,991,6,3,1,3,71,3,4,17759,Y,3,3,80,1,2,0,1,7.886081401775745,3,0.09829931972789116,-0.3333333333333333,886.3333333333334,1,2,0.6,0.0,1.0,1,1,0.23076923076923078,1,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
390,38,0,723,2,4,1,2,77,1,4,4244,Y,4,1,80,2,4,0,1,8.595264726836392,4,0.8493197278911565,0.0,270.25,1,1,1.6,0.0,0.2,3,1,0.2,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False
391,30,0,1138,6,3,1,1,48,2,4,23631,Y,3,1,80,1,6,6,1,8.439880088313567,9,0.5595238095238095,-0.6666666666666666,462.7,0,3,1.6,0.6666666666666666,0.9,3,1,0.25,2,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
392,41,0,796,4,1,1,3,81,3,3,26458,Y,3,4,80,1,3,13,1,9.254165851516213,20,0.904421768707483,-0.6666666666666666,454.2173913043478,1,3,0.20000000000000018,0.5909090909090909,0.9565217391304348,1,1,0.23076923076923078,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
393,34,0,943,9,3,1,4,86,3,4,5494,Y,3,4,80,1,0,1,1,9.04793908261736,9,0.5595238095238095,-0.6666666666666666,850.0,0,2,1.6,0.1111111111111111,0.9,0,1,0.2727272727272727,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
394,35,0,735,6,1,1,3,66,3,3,6020,Y,3,4,80,0,3,2,1,8.162516250140179,3,0.13401360544217686,-0.6666666666666666,876.5,1,2,0.6,0.6666666666666666,0.75,1,1,0.21428571428571427,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
395,27,0,1240,2,4,1,4,33,3,1,19715,Y,3,4,80,1,6,0,1,7.758760544157663,1,0.03537414965986395,-0.3333333333333333,2341.0,0,3,1.0,0.0,1.0,3,1,0.23076923076923078,1,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
396,39,0,722,24,1,1,2,60,2,4,8828,Y,3,1,80,1,2,9,1,9.39532504618962,20,0.8710884353741497,-0.6666666666666666,572.9047619047619,0,2,2.2,0.45,0.9523809523809523,3,1,0.2727272727272727,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
397,56,0,1162,24,2,1,1,97,3,4,10261,Y,3,4,80,0,3,1,1,7.858640655620791,4,0.18537414965986396,-0.3333333333333333,517.4,0,3,0.6,0.25,0.8,0,1,0.1875,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
398,32,0,1373,5,4,1,4,56,2,4,10138,Y,4,2,80,0,1,0,1,9.177817180270623,1,0.3904761904761905,2.0,1209.875,0,3,2.0,0.0,0.125,2,1,0.16666666666666666,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
399,31,0,691,5,4,1,3,86,3,4,10077,Y,3,3,80,1,4,0,1,8.480944058741116,5,0.2578231292517007,-0.6666666666666666,803.5,1,2,0.6,0.0,0.8333333333333334,1,1,0.25,1,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
400,39,0,443,8,1,1,3,48,3,3,17872,Y,3,1,80,1,3,0,1,8.231109840328154,8,0.3904761904761905,-0.3333333333333333,469.375,0,3,0.4,0.0,1.0,2,2,0.2727272727272727,1,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
401,29,0,1252,23,2,1,3,81,4,3,23779,Y,4,3,80,1,3,0,1,7.901377353792616,10,0.5595238095238095,-0.3333333333333333,270.0,0,3,-0.3999999999999999,0.0,1.0,0,1,0.16666666666666666,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
402,33,0,775,4,3,1,4,90,3,2,6194,Y,3,4,80,2,2,1,1,8.024862150286411,9,0.6404761904761904,1.0,277.72727272727275,0,2,0.3999999999999999,0.1111111111111111,0.8181818181818182,2,0,0.2,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
403,29,1,121,27,3,1,2,35,3,4,24525,Y,4,4,80,3,3,1,1,8.941152882160566,10,0.5595238095238095,-0.3333333333333333,763.9,0,2,2.2,0.1,1.0,0,1,0.18181818181818182,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
404,44,1,935,3,3,1,1,89,3,1,14669,Y,3,3,80,0,4,1,1,7.767687277186908,3,0.5595238095238095,0.6666666666666666,236.2,0,4,0.6,0.3333333333333333,0.3,2,1,0.25,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
405,26,0,841,6,3,1,3,46,2,2,23300,Y,3,3,80,0,3,4,1,7.7702232041587855,5,0.18537414965986396,-0.3333333333333333,473.6,0,2,0.19999999999999996,0.8,1.0,1,1,0.15789473684210525,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
406,48,0,163,2,5,1,2,37,3,4,19658,Y,3,1,80,1,2,6,1,8.306965865368573,9,0.7204081632653061,0.0,289.35714285714283,0,3,0.6000000000000001,0.6666666666666666,0.6428571428571429,3,1,0.21428571428571427,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
407,38,0,364,3,5,1,4,32,3,3,2302,Y,4,2,80,0,2,2,1,8.370547611074752,3,0.8316326530612245,0.3333333333333333,227.21052631578948,1,2,1.6,0.6666666666666666,0.15789473684210525,1,1,0.2,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False
408,36,0,335,17,2,1,3,33,2,2,16822,Y,3,3,80,2,1,1,1,8.613956859848546,4,0.669047619047619,0.0,458.9166666666667,0,1,1.6,0.25,0.3333333333333333,1,1,0.1875,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
409,23,1,1243,6,3,1,3,63,4,1,3445,Y,4,3,80,2,2,0,1,7.379008127628304,1,0.03537414965986395,-0.3333333333333333,1601.0,1,2,1.0,0.0,0.0,2,1,0.19047619047619047,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
410,29,0,1378,13,2,1,4,46,2,2,23679,Y,3,1,80,1,2,0,1,8.300528606199737,4,0.5595238095238095,0.6666666666666666,402.5,1,2,1.4,0.0,0.4,1,1,0.23076923076923078,2,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
411,50,0,939,24,3,1,4,95,3,3,4161,Y,3,4,80,1,2,1,1,9.544953739112396,12,0.889795918367347,0.3333333333333333,635.1363636363636,1,2,1.7999999999999998,0.08333333333333333,0.5454545454545454,1,1,0.16666666666666666,1,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
412,37,0,1189,3,3,1,3,87,3,4,14506,Y,3,1,80,0,3,1,1,8.913146539151807,5,0.669047619047619,0.0,619.0,0,3,2.4,0.2,0.4166666666666667,3,1,0.25,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
413,24,0,771,1,2,1,2,45,2,3,14120,Y,3,2,80,0,2,1,1,8.43771698991444,4,0.13401360544217686,-0.3333333333333333,1154.25,0,2,1.4,0.25,1.0,1,1,0.25,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
414,31,0,1398,8,2,1,4,96,4,2,24609,Y,3,4,80,0,3,0,1,7.6544432264701125,3,0.3904761904761905,2.3333333333333335,263.625,0,3,0.6,0.0,0.375,2,1,0.16666666666666666,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
415,49,1,1184,11,3,1,3,43,3,4,5860,Y,3,1,80,2,3,7,1,8.943114308091785,9,0.45816326530612245,-0.3333333333333333,850.4444444444445,0,4,1.4,0.7777777777777778,1.0,3,1,0.16666666666666666,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
