EmployeeId,Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_Original,MonthlyIncome_Log,YearsAtCompany_Original,YearsAtCompany_Winsorized,YearsSinceLastPromotion_Original,TotalWorkingYears_Original,TotalWorkingYears_Rank,NumCompaniesWorked_Original,NumCompaniesWorked_Robust,IncomePerYearWorked,WorkLifeBalanceScore,LevelRoleGap,PromotionRate,RetentionScore,SatisfactionConsistency,TravelIntensity,PerformancePayRatio,RiskScore,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,SalaryBand_Medium,SalaryBand_High,SalaryBand_Very High,YearsSinceLastPromotion_Binned_Medium (3-5),YearsSinceLastPromotion_Binned_Long (6-10),YearsSinceLastPromotion_Binned_Very Long (>10)
433,34,0,121,2,4,3,86,2,1,1,4381,7530,1,11,3,3,0,6,3,3,6,5,1,3,4381,8.385260520155413,6,6,1,6,0.2578231292517007,1,-0.3333333333333333,730.1666666666666,3,0.0,0.16666666666666666,1.0,2,1,0.2727272727272727,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
434,26,0,652,7,3,3,100,4,1,1,3578,23577,0,12,3,4,0,8,2,3,7,7,0,7,3578,8.182838710766026,7,7,0,8,0.3904761904761905,0,-0.6666666666666666,447.25,3,-0.3999999999999999,0.0,0.875,3,1,0.25,1,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
435,33,0,1141,1,3,3,42,4,2,1,5376,3193,2,19,3,1,2,10,3,3,5,3,1,3,5376,8.589885876809678,5,5,1,10,0.5595238095238095,2,0.0,537.6,3,1.4,0.2,0.5,0,2,0.15789473684210525,2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
436,48,0,1108,15,4,3,65,3,1,1,2367,16530,8,12,3,4,1,10,3,2,8,2,7,6,2367,7.769800996003896,8,8,7,10,0.5595238095238095,8,2.0,236.7,2,0.6,0.875,0.8,3,1,0.25,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
437,35,0,1199,18,4,3,80,3,2,3,5689,24594,1,14,3,4,2,10,2,4,10,2,0,2,5689,8.646465527120377,10,10,0,10,0.5595238095238095,1,-0.3333333333333333,568.9,3,1.6,0.0,1.0,1,2,0.21428571428571427,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
438,38,0,1391,10,1,3,66,3,1,3,2684,12127,0,17,3,2,1,3,0,2,2,1,0,2,2684,7.895436006942965,2,2,0,3,0.09829931972789116,0,-0.6666666666666666,894.6666666666666,2,0.8,0.0,0.6666666666666666,1,2,0.17647058823529413,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
439,37,0,1462,11,3,1,94,3,1,3,3629,19106,4,18,3,1,0,8,6,3,3,2,0,2,3629,8.196987927258897,3,3,0,8,0.3904761904761905,4,0.6666666666666666,453.625,3,0.6,0.0,0.375,2,1,0.16666666666666666,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
440,35,0,1276,16,3,4,72,3,3,3,7632,14295,4,12,3,3,0,10,2,3,8,7,0,0,7632,8.94023623179847,8,8,0,10,0.5595238095238095,4,0.6666666666666666,763.2,2,1.6,0.0,0.8,0,1,0.25,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
441,32,0,128,2,1,4,84,2,2,1,2176,19737,4,13,3,4,0,9,5,3,6,2,0,4,2176,7.685703061234547,6,6,0,9,0.45816326530612245,4,0.6666666666666666,241.77777777777777,3,1.6,0.0,0.6666666666666666,3,1,0.23076923076923078,1,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
442,38,0,240,2,4,1,75,4,2,1,5980,26085,6,12,3,4,0,17,2,3,15,7,4,12,5980,8.696343057044556,15,15,4,17,0.7945578231292517,6,1.3333333333333333,351.7647058823529,2,0.6000000000000001,0.26666666666666666,0.8823529411764706,3,2,0.25,3,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False
443,39,0,117,10,1,3,99,3,4,1,17068,5355,1,14,3,4,0,21,3,3,21,9,11,10,17068,9.745019231764333,21,20,11,21,0.8710884353741497,1,-0.3333333333333333,812.7619047619048,2,2.2,0.5238095238095238,1.0,3,1,0.21428571428571427,2,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
444,33,0,117,9,3,1,60,3,1,4,2781,6311,0,13,3,2,1,15,5,3,14,10,4,10,2781,7.930925372483388,14,14,4,15,0.7445578231292517,0,-0.6666666666666666,185.4,3,-1.0,0.2857142857142857,0.9333333333333333,2,1,0.23076923076923078,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
445,34,0,511,3,2,4,32,1,2,4,6029,25353,5,12,3,1,0,6,3,3,2,2,2,2,6029,8.704502289721232,2,2,2,6,0.2578231292517007,5,1.0,1004.8333333333334,3,1.6,1.0,0.3333333333333333,3,1,0.25,1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
446,59,0,326,3,3,3,48,2,2,4,5171,16490,5,17,3,4,0,13,2,3,6,1,0,5,5171,8.551014739891748,6,6,0,13,0.6976190476190476,5,1.0,397.7692307692308,3,1.8,0.0,0.46153846153846156,0,1,0.17647058823529413,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
447,36,0,928,1,2,2,56,3,2,4,6201,2823,1,14,3,4,1,18,1,2,18,14,4,11,6201,8.732627099660395,18,18,4,18,0.8149659863945579,1,-0.3333333333333333,344.5,1,-0.7999999999999998,0.2222222222222222,1.0,0,1,0.21428571428571427,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False
448,37,0,663,11,3,2,47,3,3,4,12185,10056,1,14,3,3,3,10,1,3,10,8,0,7,12185,9.40804303080844,10,10,0,10,0.5595238095238095,1,-0.3333333333333333,1218.5,2,1.4,0.0,1.0,1,2,0.21428571428571427,1,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
449,31,0,1079,16,4,1,70,3,3,3,8161,19002,2,13,3,1,3,10,2,3,1,0,0,0,8161,9.00724451596575,1,1,0,10,0.5595238095238095,2,0.0,816.1,3,3.0,0.0,0.1,2,1,0.23076923076923078,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
450,28,0,1117,8,2,4,66,3,1,4,3310,4488,1,21,4,4,0,5,3,3,5,3,0,2,3310,8.105005537547246,5,5,0,5,0.18537414965986396,1,-0.3333333333333333,662.0,3,0.4,0.0,1.0,0,1,0.19047619047619047,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
451,49,0,1245,18,4,4,58,2,5,3,19502,2125,1,17,3,3,1,31,5,3,31,9,0,9,19502,9.878323578872578,31,20,0,31,0.972108843537415,1,-0.3333333333333333,629.0967741935484,2,3.2,0.0,1.0,0,1,0.17647058823529413,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
452,34,0,254,1,2,2,83,2,1,4,3622,22794,1,13,3,4,1,6,3,3,6,5,1,3,3622,8.195057690895077,6,6,1,6,0.2578231292517007,1,-0.3333333333333333,603.6666666666666,2,0.0,0.16666666666666666,1.0,0,1,0.23076923076923078,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
453,36,0,894,1,4,4,33,2,2,3,4374,15411,0,15,3,3,0,4,6,3,3,2,1,2,4374,8.383661798791715,3,3,1,4,0.13401360544217686,0,-0.6666666666666666,1093.5,3,1.6,0.3333333333333333,0.75,0,0,0.2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
454,53,0,1395,24,4,2,48,4,3,4,7005,3458,3,15,3,3,0,11,2,3,4,3,1,2,7005,8.854522203757432,4,4,1,11,0.6404761904761904,3,0.3333333333333333,636.8181818181819,3,2.4,0.25,0.36363636363636365,1,1,0.2,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
455,48,0,708,7,2,4,95,3,1,3,2655,11740,2,11,3,3,2,19,3,3,9,7,7,7,2655,7.884576510596324,9,9,7,19,0.8316326530612245,2,0.0,139.73684210526315,2,-0.3999999999999999,0.7777777777777778,0.47368421052631576,0,2,0.2727272727272727,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
456,35,1,1204,4,3,4,86,3,3,1,9582,10333,0,22,4,1,0,9,2,3,8,7,4,7,9582,9.167745974343763,8,8,4,9,0.45816326530612245,0,-0.6666666666666666,1064.6666666666667,2,1.6,0.5,0.8888888888888888,0,1,0.18181818181818182,3,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False
457,27,0,994,8,3,4,37,3,3,3,8726,2975,1,15,3,4,0,9,0,3,9,8,1,7,8726,9.074176947163311,9,9,1,9,0.45816326530612245,1,-0.3333333333333333,969.5555555555555,3,1.4,0.1111111111111111,1.0,1,2,0.2,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
458,48,0,1355,4,4,3,78,2,3,3,10999,22245,7,14,3,2,0,27,3,3,15,11,4,8,10999,9.305650551780507,15,15,4,27,0.9455782312925171,7,1.6666666666666667,407.3703703703704,3,0.7999999999999998,0.26666666666666666,0.5555555555555556,1,1,0.21428571428571427,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
459,41,0,933,9,4,3,94,3,1,1,2238,6961,2,21,4,4,1,7,2,3,5,0,1,4,2238,7.713784616598755,5,5,1,7,0.32789115646258504,2,0.0,319.7142857142857,3,1.0,0.2,0.7142857142857143,3,1,0.19047619047619047,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
460,36,0,469,3,3,3,46,3,1,2,3692,9256,1,12,3,3,0,12,2,2,11,10,0,7,3692,8.214194414852564,11,11,0,12,0.669047619047619,1,-0.3333333333333333,307.6666666666667,2,-1.0,0.0,0.9166666666666666,1,2,0.25,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
461,40,0,1151,9,5,4,63,2,2,4,4876,14242,9,14,3,4,1,5,5,1,3,2,0,2,4876,8.492285555710053,3,3,0,5,0.18537414965986396,9,2.3333333333333335,975.2,1,1.6,0.0,0.6,0,0,0.21428571428571427,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
462,49,0,464,16,3,4,74,3,1,1,2587,24941,4,16,3,2,1,17,2,2,2,2,2,2,2587,7.858640655620791,2,2,2,17,0.7945578231292517,4,0.6666666666666666,152.1764705882353,1,0.6,1.0,0.11764705882352941,1,1,0.1875,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
463,31,0,746,8,4,3,61,3,2,4,4424,20682,1,23,4,4,0,11,2,3,11,7,1,8,4424,8.39502555744203,11,11,1,11,0.6404761904761904,1,-0.3333333333333333,402.1818181818182,3,0.6000000000000001,0.09090909090909091,1.0,0,1,0.17391304347826086,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
464,20,1,1362,10,1,4,32,3,1,3,1009,26999,1,11,3,4,0,1,5,3,1,0,1,1,1009,6.917705609835305,1,1,1,1,0.03537414965986395,1,-0.3333333333333333,1009.0,2,1.0,1.0,1.0,1,1,0.2727272727272727,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
465,37,0,370,10,4,4,58,3,2,1,4213,4992,1,15,3,2,0,10,4,1,10,3,0,8,4213,8.346167594364134,10,10,0,10,0.5595238095238095,1,-0.3333333333333333,421.3,1,1.4,0.0,1.0,1,1,0.2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
466,36,1,318,9,3,4,79,2,1,3,3388,21777,0,17,3,1,1,2,0,2,1,0,0,0,3388,8.128290171607052,1,1,0,2,0.07346938775510205,0,-0.6666666666666666,1694.0,1,1.0,0.0,0.5,2,1,0.17647058823529413,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
467,40,0,369,8,2,2,92,3,2,1,6516,5041,2,16,3,2,1,18,3,3,1,0,0,0,6516,8.78216942633238,1,1,0,18,0.8149659863945579,2,0.0,362.0,2,2.0,0.0,0.05555555555555555,1,1,0.1875,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
468,35,0,944,1,3,3,92,3,3,3,8789,9096,1,14,3,1,0,10,3,4,10,7,0,8,8789,9.081369990679223,10,10,0,10,0.5595238095238095,1,-0.3333333333333333,878.9,4,1.6,0.0,1.0,2,2,0.21428571428571427,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
469,24,0,1206,17,1,4,41,2,2,3,4377,24117,1,15,3,2,2,5,6,3,4,2,3,2,4377,8.384347278082808,4,4,3,5,0.18537414965986396,1,-0.3333333333333333,875.4,3,1.6,0.75,0.8,1,1,0.2,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
470,23,0,373,1,2,4,47,3,1,3,1223,16901,1,22,4,4,1,1,2,3,1,0,0,1,1223,7.1098794630722715,1,1,0,1,0.03537414965986395,1,-0.3333333333333333,1223.0,3,1.0,0.0,1.0,1,1,0.18181818181818182,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
471,28,0,1476,16,2,2,68,4,2,1,5661,4824,0,19,3,3,0,9,2,3,8,3,0,7,5661,8.641532465671846,8,8,0,9,0.45816326530612245,0,-0.6666666666666666,629.0,3,1.4,0.0,0.8888888888888888,2,1,0.15789473684210525,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
472,60,0,1179,16,4,1,84,3,2,1,5405,11924,8,14,3,4,0,10,1,3,2,2,2,2,5405,8.595264726836392,2,2,2,10,0.5595238095238095,8,2.0,540.5,3,1.6,1.0,0.2,3,1,0.21428571428571427,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
473,47,0,1379,16,4,3,64,4,2,3,5067,6759,1,19,3,3,0,20,3,4,19,10,2,7,5067,8.53070154144103,19,19,2,20,0.8493197278911565,1,-0.3333333333333333,253.35,3,0.0,0.10526315789473684,0.95,0,2,0.15789473684210525,1,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
474,41,0,427,10,4,2,73,2,5,4,19141,8861,3,15,3,2,3,23,2,2,21,6,12,6,19141,9.859640152755851,21,20,12,23,0.904421768707483,3,0.3333333333333333,832.2173913043479,2,3.8,0.5714285714285714,0.9130434782608695,2,1,0.2,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
475,24,0,477,24,3,4,49,3,1,2,3597,6409,8,22,4,4,0,6,2,3,4,3,1,2,3597,8.188133414510478,4,4,1,6,0.2578231292517007,8,2.0,599.5,3,0.4,0.25,0.6666666666666666,2,1,0.18181818181818182,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
476,29,0,1086,7,1,1,62,2,1,4,2532,6054,6,14,3,3,3,8,5,3,4,3,0,3,2532,7.837159650001675,4,4,0,8,0.3904761904761905,6,1.3333333333333333,316.5,3,0.4,0.0,0.5,1,1,0.21428571428571427,1,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
477,37,1,504,10,3,1,61,3,3,3,10048,22573,6,11,3,2,2,17,5,3,1,0,0,0,10048,9.21522840604896,1,1,0,17,0.7945578231292517,6,1.3333333333333333,591.0588235294117,3,3.0,0.0,0.058823529411764705,1,2,0.2727272727272727,1,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
478,35,0,737,10,3,4,55,2,3,1,10306,21530,9,17,3,3,0,15,3,3,13,12,6,0,10306,9.240578555036793,13,13,6,15,0.7445578231292517,9,2.3333333333333335,687.0666666666667,3,0.6000000000000001,0.46153846153846156,0.8666666666666667,2,1,0.17647058823529413,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
479,29,0,468,28,4,4,73,2,1,1,3785,8489,1,14,3,2,0,5,3,1,5,4,0,4,3785,8.239065331769268,5,5,0,5,0.18537414965986396,1,-0.3333333333333333,757.0,1,0.19999999999999996,0.0,1.0,1,1,0.21428571428571427,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
480,55,0,135,18,4,3,62,3,2,2,6385,12992,3,14,3,4,2,17,3,3,8,7,6,7,6385,8.761863373274727,8,8,6,17,0.7945578231292517,3,0.3333333333333333,375.5882352941176,2,0.6000000000000001,0.75,0.47058823529411764,2,2,0.21428571428571427,1,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
481,30,0,852,1,1,4,55,2,2,4,5126,15998,1,12,3,3,2,10,1,2,10,8,3,0,5126,8.5422759717837,10,10,3,10,0.5595238095238095,1,-0.3333333333333333,512.6,1,0.3999999999999999,0.3,1.0,1,1,0.25,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
482,42,0,1128,13,3,2,95,4,2,1,5538,5696,5,18,3,3,2,10,2,2,0,0,0,0,5538,8.619569258033104,0,1,0,10,0.5595238095238095,5,1.0,553.8,2,2.0,0.0,0.0,2,1,0.16666666666666666,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
483,29,0,441,8,1,3,39,1,2,1,9715,7288,3,13,3,3,1,9,3,3,7,7,0,7,9715,9.181529290122063,7,7,0,9,0.45816326530612245,3,0.3333333333333333,1079.4444444444443,3,0.6000000000000001,0.0,0.7777777777777778,2,1,0.23076923076923078,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
484,26,0,703,28,2,1,66,3,2,2,6272,7428,1,20,4,4,2,6,5,4,5,3,1,4,6272,8.744009988096744,5,5,1,6,0.2578231292517007,1,-0.3333333333333333,1045.3333333333333,4,1.4,0.2,0.8333333333333334,2,1,0.2,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
485,29,1,318,8,4,2,77,1,1,1,2119,4759,1,11,3,4,0,7,4,2,7,7,0,7,2119,7.659171367666058,7,7,0,7,0.32789115646258504,1,-0.3333333333333333,302.7142857142857,1,-0.3999999999999999,0.0,1.0,3,1,0.2727272727272727,2,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
486,25,1,688,3,3,1,91,3,1,1,4031,9396,5,13,3,3,1,6,5,3,2,2,0,2,4031,8.302017809751204,2,2,0,6,0.2578231292517007,5,1.0,671.8333333333334,3,0.6,0.0,0.3333333333333333,2,1,0.23076923076923078,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
487,38,0,1495,4,2,4,87,3,1,3,3306,26176,7,19,3,4,1,7,5,2,0,0,0,0,3306,8.103796712981794,0,1,0,7,0.32789115646258504,7,1.6666666666666667,472.2857142857143,2,1.0,0.0,0.0,1,1,0.15789473684210525,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
488,37,0,1107,14,3,4,95,3,1,1,3034,26914,1,12,3,3,1,18,2,2,18,7,12,17,3034,8.017966703493599,18,18,12,18,0.8149659863945579,1,-0.3333333333333333,168.55555555555554,2,-0.3999999999999999,0.6666666666666666,1.0,2,1,0.25,1,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
489,36,0,1278,8,3,1,77,2,1,1,2342,8635,0,21,4,3,0,6,3,3,5,4,0,3,2342,7.759187438507795,5,5,0,6,0.2578231292517007,0,-0.6666666666666666,390.3333333333333,3,0.19999999999999996,0.0,0.8333333333333334,2,1,0.19047619047619047,2,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
490,41,1,906,5,2,1,95,2,1,1,2107,20293,6,17,3,1,1,5,2,1,1,0,0,0,2107,7.653494909661253,1,1,0,5,0.18537414965986396,6,1.3333333333333333,421.4,1,1.0,0.0,0.2,0,0,0.17647058823529413,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
491,36,0,1174,3,4,1,99,3,2,2,9278,20763,3,16,3,4,0,15,3,3,5,4,0,1,9278,9.13550906135318,5,5,0,15,0.7445578231292517,3,0.3333333333333333,618.5333333333333,2,1.2,0.0,0.3333333333333333,2,1,0.1875,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False
492,38,0,1333,1,3,4,80,3,3,1,13582,16292,1,13,3,2,1,15,3,3,15,12,5,11,13582,9.51657428982249,15,15,5,15,0.7445578231292517,1,-0.3333333333333333,905.4666666666667,3,0.6000000000000001,0.3333333333333333,1.0,1,1,0.23076923076923078,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
493,49,0,465,6,1,3,41,2,4,3,13966,11652,2,19,3,2,1,30,3,3,15,11,2,12,13966,9.54445268330577,15,15,2,30,0.9666666666666667,2,0.0,465.53333333333336,2,1.7999999999999998,0.13333333333333333,0.5,1,1,0.15789473684210525,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
494,38,0,362,1,1,3,43,3,1,1,2619,14561,3,17,3,4,0,8,3,2,0,0,0,0,2619,7.8709295967551425,0,1,0,8,0.3904761904761905,3,0.3333333333333333,327.375,2,1.0,0.0,0.0,3,1,0.17647058823529413,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
495,51,0,1318,26,4,1,66,3,4,3,16307,5594,2,14,3,3,1,29,2,2,20,6,4,17,16307,9.699411063939143,20,20,4,29,0.9608843537414966,2,0.0,562.3103448275862,2,2.8,0.2,0.6896551724137931,0,1,0.21428571428571427,1,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
496,37,0,1319,6,3,3,51,4,2,1,5974,17001,4,13,3,1,2,13,2,3,7,7,6,7,5974,8.695339376799712,7,7,6,13,0.6976190476190476,4,0.6666666666666666,459.53846153846155,2,0.6000000000000001,0.8571428571428571,0.5384615384615384,0,1,0.23076923076923078,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
497,20,1,871,6,3,4,66,2,1,4,2926,19783,1,18,3,2,0,1,5,3,1,0,1,0,2926,7.9817332866918855,1,1,1,1,0.03537414965986395,1,-0.3333333333333333,2926.0,2,1.0,1.0,1.0,2,2,0.16666666666666666,1,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
498,45,0,974,1,4,4,91,3,1,4,2270,11005,3,14,3,4,2,8,2,3,5,3,0,2,2270,7.7279755421055585,5,5,0,8,0.3904761904761905,3,0.3333333333333333,283.75,3,0.4,0.0,0.625,0,1,0.21428571428571427,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
499,24,1,984,17,2,4,97,3,1,2,2210,3372,1,13,3,1,1,1,3,1,1,0,0,0,2210,7.701200180857446,1,1,0,1,0.03537414965986395,1,-0.3333333333333333,2210.0,1,1.0,0.0,1.0,1,1,0.23076923076923078,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
500,52,0,956,6,2,4,78,3,2,1,5577,22087,3,12,3,2,2,18,3,3,10,9,6,9,5577,8.626585568187433,10,10,6,18,0.8149659863945579,3,0.3333333333333333,309.8333333333333,2,0.19999999999999996,0.6,0.5555555555555556,1,1,0.25,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
501,49,0,1261,7,3,2,31,2,3,3,10965,12066,8,24,4,3,0,26,2,3,5,2,0,0,10965,9.302554855963994,5,5,0,26,0.9384353741496598,8,2.0,421.7307692307692,3,2.6,0.0,0.19230769230769232,0,1,0.16666666666666666,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
502,23,0,1320,8,1,4,93,2,1,3,3989,20586,1,11,3,1,0,5,2,3,5,4,1,2,3989,8.29154650988391,5,5,1,5,0.18537414965986396,1,-0.3333333333333333,797.8,2,0.19999999999999996,0.2,1.0,2,1,0.2727272727272727,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
503,34,0,1375,10,3,4,87,3,2,3,4001,12313,1,14,3,3,1,15,3,3,15,14,0,7,4001,8.294549515143679,15,15,0,15,0.7445578231292517,1,-0.3333333333333333,266.73333333333335,2,-0.7999999999999998,0.0,1.0,0,0,0.21428571428571427,1,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
504,28,0,1423,1,3,1,72,2,1,3,1563,12530,1,14,3,4,1,1,2,1,1,0,0,0,1563,7.355001921105257,1,1,0,1,0.03537414965986395,1,-0.3333333333333333,1563.0,1,1.0,0.0,1.0,1,1,0.21428571428571427,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
